model,experiment,horizon,router,train_time_sec,inference_time_sec,MAE,RMSE,sMAPE,MSLE,P99_abs_error
GRU-LSTM,GRU_raw,1,atlanta,8.890530824661255,0.0014638900756835,233267200.0,292559178.2509424,97.64862060546876,25.663307189941406,702372288.0
GRU-LSTM,GRU_raw,6,atlanta,8.890530824661255,0.0014638900756835,279621856.0,346442400.8413374,102.53297424316406,23.79401588439941,743473344.0
GRU-LSTM,GRU_raw,12,atlanta,8.890530824661255,0.0014638900756835,282159040.0,368234274.9140725,98.99494934082033,13.180564880371094,940612288.0
GRU-LSTM,GRU_raw,24,atlanta,8.890530824661255,0.0014638900756835,294543296.0,411294621.3451327,124.46641540527344,19.25314712524414,1292120704.0
GRU-LSTM,GRU_mask_out,1,atlanta,9.134562492370604,0.0014729499816894,227326032.0,280834323.9719193,97.7081527709961,34.04338073730469,577808384.0
GRU-LSTM,GRU_mask_out,6,atlanta,9.134562492370604,0.0014729499816894,384055104.0,471819876.76146346,107.26019287109376,5.45318078994751,1135168896.0
GRU-LSTM,GRU_mask_out,12,atlanta,9.134562492370604,0.0014729499816894,313791616.0,413724880.25292015,101.6615982055664,8.886493682861328,962315456.0
GRU-LSTM,GRU_mask_out,24,atlanta,9.134562492370604,0.0014729499816894,269183744.0,368841917.9148699,119.4737548828125,18.611801147460938,1169953664.0
GRU-LSTM,GRU_score_as_feature,1,atlanta,8.791728973388672,0.0015599727630615,192816768.0,246742213.1832097,82.1017837524414,2.6360955238342285,710609792.0
GRU-LSTM,GRU_score_as_feature,6,atlanta,8.791728973388672,0.0015599727630615,293108000.0,414843066.358252,99.86174011230467,12.295992851257324,1158840576.0
GRU-LSTM,GRU_score_as_feature,12,atlanta,8.791728973388672,0.0015599727630615,292572832.0,411939048.7776535,100.1546859741211,7.653373718261719,1052211648.0
GRU-LSTM,GRU_score_as_feature,24,atlanta,8.791728973388672,0.0015599727630615,397631008.0,491916656.0604468,124.60511016845705,9.59641933441162,1145578752.0
GRU-LSTM,GRU_both,1,atlanta,9.1588876247406,0.0014805793762207,274862720.0,343898360.0189197,89.09098815917969,3.733832597732544,696689408.0
GRU-LSTM,GRU_both,6,atlanta,9.1588876247406,0.0014805793762207,279796256.0,405643424.7231138,96.5758056640625,18.764760971069336,1327497472.0
GRU-LSTM,GRU_both,12,atlanta,9.1588876247406,0.0014805793762207,312156992.0,406023188.04964304,112.81452178955078,19.518892288208008,879169088.0
GRU-LSTM,GRU_both,24,atlanta,9.1588876247406,0.0014805793762207,416574304.0,537831332.9402504,128.08285522460938,12.873912811279297,1242576128.0
SARIMA,SARIMA_raw,1,atlanta,7.127436876296997,0.0143406391143798,172292441.92160606,237332216.01125443,121.2154190608522,106.01152454833556,622129944.3116825
SARIMA,SARIMA_raw,6,atlanta,7.127436876296997,0.0143406391143798,170204666.80026686,236084487.76557192,128.1801516120862,110.8902354569309,622129944.3116825
SARIMA,SARIMA_raw,12,atlanta,7.127436876296997,0.0143406391143798,154761206.5915326,221892426.03994843,130.80925125164202,108.95391425734137,622129944.3116825
SARIMA,SARIMA_raw,24,atlanta,7.127436876296997,0.0143406391143798,162330069.45030013,219338476.0328264,145.58251905473142,108.87802490091312,559166051.74164
XGBoost,XGB_raw,1,atlanta,1.3021655082702637,0.0018327236175537,197041632.0,253671088.40939188,78.43485260009766,2.933065891265869,689053120.0
XGBoost,XGB_raw,6,atlanta,1.2098891735076904,0.0017993450164794,274342976.0,335212507.9393424,93.34932708740234,4.815478801727295,845523136.0
XGBoost,XGB_raw,12,atlanta,1.2236285209655762,0.0019001960754394,272233504.0,326024138.63433224,101.49588775634766,5.774536609649658,807216384.0
XGBoost,XGB_raw,24,atlanta,1.1966750621795654,0.0018496513366699,324033184.0,388135442.6270045,119.5816879272461,9.2728853225708,813500864.0
NBEATS,NBEATS_raw,1,atlanta,2.6060807704925537,2.824079990386963,130386118.00689656,174244353.4177849,71.41859206372743,4.406376913256471,540808565.4400002
NBEATS,NBEATS_raw,6,atlanta,2.6060807704925537,2.824079990386963,227931832.92413792,289213171.7283215,88.40342599469966,3.03205244742609,816040395.5200001
NBEATS,NBEATS_raw,12,atlanta,2.6060807704925537,2.824079990386963,297137416.46896553,361601969.8218401,103.61556586121172,7.266475226897603,946392273.2800002
NBEATS,NBEATS_raw,24,atlanta,2.6060807704925537,2.824079990386963,174895261.2551724,242937508.3795193,95.1877898141433,7.212160237860796,825284443.5200002
NBEATS,NBEATS_mask_out,1,atlanta,2.5829017162323,2.802837371826172,121489964.59310344,168248071.82380003,65.81326375923638,2.814491001305077,531768191.6800001
NBEATS,NBEATS_mask_out,6,atlanta,2.5829017162323,2.802837371826172,240054929.2275862,306928734.12302226,89.75745739282317,3.084332949959616,875955177.9200004
NBEATS,NBEATS_mask_out,12,atlanta,2.5829017162323,2.802837371826172,285365718.8551724,352097354.25153375,101.43553903113347,4.024060256330876,845874109.7600001
NBEATS,NBEATS_mask_out,24,atlanta,2.5829017162323,2.802837371826172,175380143.32413793,237473830.4564391,94.84317589081104,4.469074705777071,803669664.0000001
TiDE,TiDE_raw,1,atlanta,1.3039557933807373,1.4204411506652832,144792256.64827585,174104801.77815428,75.52677459407857,1.5041026612010984,414567360.0000001
TiDE,TiDE_raw,6,atlanta,1.3039557933807373,1.4204411506652832,176208475.47586206,215041979.577734,82.96792993785715,2.7310823112420706,509481715.84
TiDE,TiDE_raw,12,atlanta,1.3039557933807373,1.4204411506652832,187766525.79310343,227650034.50422463,89.3842245582066,3.465067581986191,568017646.0800002
TiDE,TiDE_raw,24,atlanta,1.3039557933807373,1.4204411506652832,190939719.5586207,229026754.86637315,97.90216866041264,5.078884161829836,553868359.6800001
TiDE,TiDE_score_as_feature,1,atlanta,1.6121726036071775,1.7131352424621582,118932032.27586208,155014049.6756708,64.15641326437866,1.098602110039465,427611002.2400001
TiDE,TiDE_score_as_feature,6,atlanta,1.6121726036071775,1.7131352424621582,175589393.1862069,216679927.9405634,81.39466277989797,2.764311777077047,558980439.0400001
TiDE,TiDE_score_as_feature,12,atlanta,1.6121726036071775,1.7131352424621582,178587269.5172414,219331507.25923857,87.63435653002323,3.3235106066731714,568553898.24
TiDE,TiDE_score_as_feature,24,atlanta,1.6121726036071775,1.7131352424621582,194736792.99310344,232689029.0682359,98.15231036762664,5.250353551425402,497153667.2
TiDE,TiDE_mask_out,1,atlanta,1.3038525581359863,1.4099962711334229,146112097.6551724,176287405.19712478,76.23435481137591,1.5277373555308185,430400401.92000014
TiDE,TiDE_mask_out,6,atlanta,1.3038525581359863,1.4099962711334229,175492716.8,214779311.74259543,82.66329728240031,2.7256901548596018,496728023.04
TiDE,TiDE_mask_out,12,atlanta,1.3038525581359863,1.4099962711334229,188113049.6,227646119.2480212,89.46824598738678,3.465301413589178,563835248.6400001
TiDE,TiDE_mask_out,24,atlanta,1.3038525581359863,1.4099962711334229,192289960.11034483,229399366.54563496,98.21845814761822,5.108302896200493,562096140.8000001
TiDE,TiDE_both,1,atlanta,1.585679054260254,1.7305312156677246,118208750.28965518,155265019.22983378,64.07214509383206,1.0835021013698871,427871172.4800002
TiDE,TiDE_both,6,atlanta,1.585679054260254,1.7305312156677246,175942553.90344828,217114085.69329017,81.44355415494493,2.7693311624860324,564321831.6800001
TiDE,TiDE_both,12,atlanta,1.585679054260254,1.7305312156677246,181172868.08275864,220991499.60938823,88.25076115598833,3.354867086989465,567787792.6400001
TiDE,TiDE_both,24,atlanta,1.585679054260254,1.7305312156677246,189254365.07586208,226790708.29936257,97.39023653034636,5.170223310911026,497865989.12
GRU-LSTM,GRU_raw,1,batonrouge,8.640933275222778,0.0014324188232421,85727072.0,142117343.27658293,36.30004119873047,0.2283592075109481,477585952.0
GRU-LSTM,GRU_raw,6,batonrouge,8.640933275222778,0.0014324188232421,118154536.0,227436406.7111325,50.56120681762695,0.5115082859992981,1007199168.0
GRU-LSTM,GRU_raw,12,batonrouge,8.640933275222778,0.0014324188232421,127366048.0,226890922.9007584,60.00981903076172,0.9907657504081726,987189632.0
GRU-LSTM,GRU_raw,24,batonrouge,8.640933275222778,0.0014324188232421,143444832.0,240278554.2167412,79.25735473632812,5.301779270172119,998785728.0
GRU-LSTM,GRU_mask_out,1,batonrouge,8.523669719696045,0.0013949871063232,94260680.0,155175534.09676144,40.85261154174805,0.3328477144241333,498651648.0
GRU-LSTM,GRU_mask_out,6,batonrouge,8.523669719696045,0.0013949871063232,125922376.0,228509089.98010644,54.30293655395508,0.5575568675994873,992391872.0
GRU-LSTM,GRU_mask_out,12,batonrouge,8.523669719696045,0.0013949871063232,127209040.0,228432231.2108276,60.16569900512695,0.9912400245666504,991354688.0
GRU-LSTM,GRU_mask_out,24,batonrouge,8.523669719696045,0.0013949871063232,149633728.0,239400810.30034244,81.3155746459961,5.450155735015869,982347840.0
GRU-LSTM,GRU_score_as_feature,1,batonrouge,9.692915678024292,0.0014147758483886,86657144.0,144586422.67598015,38.68862533569336,0.282785028219223,533210176.0
GRU-LSTM,GRU_score_as_feature,6,batonrouge,9.692915678024292,0.0014147758483886,120533544.0,227875532.72616845,52.03469467163086,0.5376530885696411,994572800.0
GRU-LSTM,GRU_score_as_feature,12,batonrouge,9.692915678024292,0.0014147758483886,119080432.0,229199968.2933479,55.45076751708984,0.9056050181388856,1020301248.0
GRU-LSTM,GRU_score_as_feature,24,batonrouge,9.692915678024292,0.0014147758483886,140280112.0,240832396.8811739,78.53882598876953,5.195476531982422,1011696512.0
GRU-LSTM,GRU_both,1,batonrouge,9.39950942993164,0.0015203952789306,84947104.0,148419529.8224696,37.92380142211914,0.2932809591293335,534284192.0
GRU-LSTM,GRU_both,6,batonrouge,9.39950942993164,0.0015203952789306,122863496.0,241145489.41142613,53.15094757080078,0.766089141368866,1023217856.0
GRU-LSTM,GRU_both,12,batonrouge,9.39950942993164,0.0015203952789306,123268000.0,236713972.6510644,58.3060188293457,1.0057005882263184,1029870784.0
GRU-LSTM,GRU_both,24,batonrouge,9.39950942993164,0.0015203952789306,136762112.0,241654764.80143657,77.03276062011719,5.1771745681762695,1022975040.0
SARIMA,SARIMA_raw,1,batonrouge,4.991854906082153,0.0172557830810546,184705520.8470817,292618520.8259327,130.89220633265967,59.538120392284746,1131632604.766523
SARIMA,SARIMA_raw,6,batonrouge,4.991854906082153,0.0172557830810546,175544622.18801883,287467535.9250474,133.75040690642695,72.57936132575514,1131632604.766523
SARIMA,SARIMA_raw,12,batonrouge,4.991854906082153,0.0172557830810546,172082418.56179634,286646888.9947406,138.99616168059515,74.67337122207815,1131632604.766523
SARIMA,SARIMA_raw,24,batonrouge,4.991854906082153,0.0172557830810546,161961311.4364835,283783767.46373254,152.51043020935455,97.14847220991344,1131632604.766523
XGBoost,XGB_raw,1,batonrouge,1.3583228588104248,0.0019643306732177,106677688.0,184005219.5770172,42.44754409790039,0.3463042080402374,681563008.0
XGBoost,XGB_raw,6,batonrouge,1.319786787033081,0.0018088817596435,205470432.0,364462282.9125981,68.66571044921875,0.990748405456543,1134887040.0
XGBoost,XGB_raw,12,batonrouge,1.3046643733978271,0.0021617412567138,158047376.0,273937250.21636695,65.58991241455078,1.0872408151626587,992510656.0
XGBoost,XGB_raw,24,batonrouge,1.2884058952331543,0.0018901824951171,194015840.0,375931005.316693,87.37167358398438,5.7378339767456055,1229436416.0
NBEATS,NBEATS_raw,1,batonrouge,2.939744710922241,3.134297132492065,78099818.26206897,121544859.21913593,38.59967437914205,2.6600446544503145,463137095.3600001
NBEATS,NBEATS_raw,6,batonrouge,2.939744710922241,3.134297132492065,135455704.37241378,231114819.88208884,57.89359796494631,0.6519637560745365,960896335.0400008
NBEATS,NBEATS_raw,12,batonrouge,2.939744710922241,3.134297132492065,128314152.70344828,225498678.7215364,60.96854256790441,5.341450508629775,971670059.2000004
NBEATS,NBEATS_raw,24,batonrouge,2.939744710922241,3.134297132492065,179133756.96551725,260133791.67451325,89.88333247177648,3.702612791321651,1014260712.6400006
NBEATS,NBEATS_mask_out,1,batonrouge,2.767407178878784,2.992459774017334,78663698.4137931,121006744.81718414,38.13367342064428,0.2506936903628102,471033376.96000016
NBEATS,NBEATS_mask_out,6,batonrouge,2.767407178878784,2.992459774017334,140995633.10344827,234663177.1473878,59.664259192732885,0.6781332898930924,950289763.5200006
NBEATS,NBEATS_mask_out,12,batonrouge,2.767407178878784,2.992459774017334,131803872.33103448,226929298.7459702,62.37732098426405,3.136131385203785,991399032.0000004
NBEATS,NBEATS_mask_out,24,batonrouge,2.767407178878784,2.992459774017334,177848744.23448277,262624464.22352612,85.80724444596876,3.691406921614825,995562068.1600006
TiDE,TiDE_raw,1,batonrouge,1.5125455856323242,1.6267855167388916,134216207.52155171,208543261.4838681,59.49175693061252,3.212305448752964,783408679.0400002
TiDE,TiDE_raw,6,batonrouge,1.5125455856323242,1.6267855167388916,172386663.55172414,264818440.05414355,80.02494904789192,12.926026359446633,1014144227.5200005
TiDE,TiDE_raw,12,batonrouge,1.5125455856323242,1.6267855167388916,173358917.025,270868257.0253412,74.94585903826308,12.31691539467096,1063540200.0000004
TiDE,TiDE_raw,24,batonrouge,1.5125455856323242,1.6267855167388916,187162604.99310344,268276866.75781107,92.16659966744308,8.13814334841363,1010058160.3200004
TiDE,TiDE_score_as_feature,1,batonrouge,1.7125988006591797,1.8189435005187988,115158424.2112069,174135666.78363752,56.11488375895791,5.616803289300708,602666296.96
TiDE,TiDE_score_as_feature,6,batonrouge,1.7125988006591797,1.8189435005187988,163244611.07586208,261281162.273384,71.48810157568327,10.179232724163889,997586813.1200006
TiDE,TiDE_score_as_feature,12,batonrouge,1.7125988006591797,1.8189435005187988,179559199.86206895,278773482.3809334,75.9629002032941,6.240677342087123,1018021014.7200004
TiDE,TiDE_score_as_feature,24,batonrouge,1.7125988006591797,1.8189435005187988,194289132.15172413,268051137.38965225,97.13102110316476,10.809369075153796,941336035.5200005
TiDE,TiDE_mask_out,1,batonrouge,1.430044174194336,1.6218647956848145,133603040.4275862,208698880.55213064,59.148349069102736,5.46080855338687,788272361.6000003
TiDE,TiDE_mask_out,6,batonrouge,1.430044174194336,1.6218647956848145,171270856.09655172,262993573.53475145,78.24048760813793,12.799248574277586,1004988500.1600004
TiDE,TiDE_mask_out,12,batonrouge,1.430044174194336,1.6218647956848145,172678746.75862068,271095449.9877822,74.7122651822458,14.902878236232008,1063540200.0000004
TiDE,TiDE_mask_out,24,batonrouge,1.430044174194336,1.6218647956848145,186892420.38275865,266700455.7213604,91.98377424247457,8.102462253248182,1007286299.8400004
TiDE,TiDE_both,1,batonrouge,1.8173227310180664,1.8998446464538568,115544224.83103448,174974198.3267523,57.24301545553795,7.882396783097326,605610281.6
TiDE,TiDE_both,6,batonrouge,1.8173227310180664,1.8998446464538568,163319625.35581896,261287164.55668384,71.25286928806165,8.016610552742648,996341286.0800006
TiDE,TiDE_both,12,batonrouge,1.8173227310180664,1.8998446464538568,179088386.8413793,278656530.68956286,74.52809159278769,6.173020891730361,1014518540.4800004
TiDE,TiDE_both,24,batonrouge,1.8173227310180664,1.8998446464538568,192069438.724138,266800008.4779313,96.64446638075574,10.805921594759551,948108505.2800004
GRU-LSTM,GRU_raw,1,boston,3.557501554489136,0.0016677379608154,48721456.0,75085811.01251832,132.19993591308594,20.918540954589844,183412640.0
GRU-LSTM,GRU_raw,6,boston,3.557501554489136,0.0016677379608154,51396260.0,64785422.94719034,146.24880981445312,5.63458251953125,160656512.0
GRU-LSTM,GRU_raw,12,boston,3.557501554489136,0.0016677379608154,51622072.0,61637285.21903346,150.59783935546875,6.718834400177002,118798824.0
GRU-LSTM,GRU_raw,24,boston,3.557501554489136,0.0016677379608154,37901332.0,49711612.89666598,143.07095336914062,18.956193923950195,114390920.0
GRU-LSTM,GRU_mask_out,1,boston,3.758643627166748,0.0015861988067626,21095722.0,26425257.575306244,120.4722900390625,3.9273324012756334,69114240.0
GRU-LSTM,GRU_mask_out,6,boston,3.758643627166748,0.0015861988067626,18662794.0,25901229.51345376,132.29750061035156,31.121551513671875,65296284.0
GRU-LSTM,GRU_mask_out,12,boston,3.758643627166748,0.0015861988067626,19771604.0,25107631.385333028,120.20490264892578,3.972430467605591,60001268.0
GRU-LSTM,GRU_mask_out,24,boston,3.758643627166748,0.0015861988067626,16753471.0,23600079.992314603,131.25918579101562,26.86557006835937,58237952.0
GRU-LSTM,GRU_score_as_feature,1,boston,3.470463514328003,0.0016758441925048,31079878.0,48369156.02951153,123.56088256835938,24.709157943725582,154270880.0
GRU-LSTM,GRU_score_as_feature,6,boston,3.470463514328003,0.0016758441925048,53829088.0,67906768.5751151,150.1214141845703,6.350611686706543,160303568.0
GRU-LSTM,GRU_score_as_feature,12,boston,3.470463514328003,0.0016758441925048,48897976.0,59262884.807062574,148.7447967529297,6.199809074401856,127252184.0
GRU-LSTM,GRU_score_as_feature,24,boston,3.470463514328003,0.0016758441925048,9811909.0,15610742.67122279,101.6219482421875,20.023361206054688,53904028.0
GRU-LSTM,GRU_both,1,boston,3.3627822399139404,0.0016326904296875,19418780.0,25690029.71415393,113.33480834960938,5.131926536560059,61999624.0
GRU-LSTM,GRU_both,6,boston,3.3627822399139404,0.0016326904296875,20453326.0,29248362.12628338,121.6633758544922,3.522496700286865,85447024.0
GRU-LSTM,GRU_both,12,boston,3.3627822399139404,0.0016326904296875,14748602.0,19319957.987439208,118.3719482421875,15.116558074951172,45127088.0
GRU-LSTM,GRU_both,24,boston,3.3627822399139404,0.0016326904296875,12962551.0,18959382.75861448,141.74847412109375,71.87984466552734,52645436.0
SARIMA,SARIMA_raw,1,boston,1.356584548950195,0.0145089626312255,18762805.35398235,25489311.24546345,113.76067492588548,2.530634424091468,70300885.87343109
SARIMA,SARIMA_raw,6,boston,1.356584548950195,0.0145089626312255,18686410.92094414,25423825.5142926,115.26464168739,2.6157925249508813,70300885.87343109
SARIMA,SARIMA_raw,12,boston,1.356584548950195,0.0145089626312255,19315805.10304744,26753034.07266716,117.18481684504918,2.828423615241616,82471711.49369885
SARIMA,SARIMA_raw,24,boston,1.356584548950195,0.0145089626312255,21087112.38844261,30001994.025985103,123.72133284208174,4.675564167664784,88443274.20781375
XGBoost,XGB_raw,1,boston,1.1563024520874023,0.0015609264373779,75167096.0,105541231.3329609,147.07858276367188,7.600461959838867,211565952.0
XGBoost,XGB_raw,6,boston,0.955697536468506,0.0014336109161376,83916680.0,114580690.77111854,154.8983154296875,7.482597351074219,217498112.0
XGBoost,XGB_raw,12,boston,0.9042270183563232,0.0028939247131347,90998024.0,110355200.35839704,159.851318359375,9.500897407531738,215274192.0
XGBoost,XGB_raw,24,boston,0.9536383152008056,0.0025050640106201,38779700.0,53386023.93526815,139.87893676757812,6.350351333618164,163009536.0
NBEATS,NBEATS_raw,1,boston,2.931229829788208,3.0988426208496094,6490171.122844827,11772488.636818442,64.17830317637492,20.735015501642,50792953.92000004
NBEATS,NBEATS_raw,6,boston,2.931229829788208,3.0988426208496094,11290254.992672414,16332492.142445296,84.2934723611161,4.8826263987727545,53062018.880000025
NBEATS,NBEATS_raw,12,boston,2.931229829788208,3.0988426208496094,7984645.961422414,12487618.720849542,74.60120254967893,4.115474433201071,36989219.68
NBEATS,NBEATS_raw,24,boston,2.931229829788208,3.0988426208496094,7102426.512715518,12530395.729366528,70.22446231375807,1.83851334082146,47394004.860000014
NBEATS,NBEATS_mask_out,1,boston,3.0073511600494385,3.099926471710205,7044002.151050647,13281129.7633801,68.60487245357157,22.360578084223103,56252279.04000001
NBEATS,NBEATS_mask_out,6,boston,3.0073511600494385,3.099926471710205,10374918.406896552,15335975.837322656,82.79135192882688,4.801991988370178,53994434.880000025
NBEATS,NBEATS_mask_out,12,boston,3.0073511600494385,3.099926471710205,7586383.427155172,12307719.46119238,67.2350798126208,5.398471637708479,41005948.16000002
NBEATS,NBEATS_mask_out,24,boston,3.0073511600494385,3.099926471710205,6381819.325215518,12407498.966505667,75.76289791534751,27.37345317597248,49537245.16
TiDE,TiDE_raw,1,boston,1.4186451435089111,1.476973533630371,12526589.789655171,16576755.297164364,84.9335198936824,2.1368885709905,52712401.60000001
TiDE,TiDE_raw,6,boston,1.4186451435089111,1.476973533630371,12849893.04137931,16522978.859936733,90.86323115320867,2.3418212977483543,51274020.80000001
TiDE,TiDE_raw,12,boston,1.4186451435089111,1.476973533630371,10320866.72413793,14050980.419038069,85.79595022632127,1.842529232822352,49159289.92
TiDE,TiDE_raw,24,boston,1.4186451435089111,1.476973533630371,10602063.606896551,14653386.54821101,93.8231849383838,2.746088105331874,49561205.76
TiDE,TiDE_score_as_feature,1,boston,1.672262191772461,1.7405860424041748,8685023.572413793,12455994.712413324,72.69621236164973,1.3894475518763432,45026475.52000002
TiDE,TiDE_score_as_feature,6,boston,1.672262191772461,1.7405860424041748,9356556.337931035,12831271.17005998,80.07609253307817,1.6469258672084894,48294393.6
TiDE,TiDE_score_as_feature,12,boston,1.672262191772461,1.7405860424041748,10387167.531034485,13885966.824712154,86.57451647489798,1.928247688556858,47946011.04000001
TiDE,TiDE_score_as_feature,24,boston,1.672262191772461,1.7405860424041748,10122102.58275862,14440333.366400784,90.80056511271027,2.5460139129755737,49178964.96
TiDE,TiDE_mask_out,1,boston,1.402186155319214,1.4697771072387695,14093141.493103448,18285730.00560136,89.06144750035313,2.4032588115564426,53512259.52000001
TiDE,TiDE_mask_out,6,boston,1.402186155319214,1.4697771072387695,13681615.806896552,17327975.03297735,92.73328822533982,2.533657645515951,50110342.72000001
TiDE,TiDE_mask_out,12,boston,1.402186155319214,1.4697771072387695,10647750.668965517,14253289.771158405,87.40654769869194,1.9174189100521903,48511599.04
TiDE,TiDE_mask_out,24,boston,1.402186155319214,1.4697771072387695,10878011.87586207,14872540.736364176,95.20437293056818,2.801495357381074,49915010.88
